student_id,name,grade_level,preferred_format,baseline_score
stu_cc8c73e7,Anusha Sarma,Class 9,video,74
stu_ce57fffd,Ekapad Apte,Class 10,text,69
stu_53fabbbc,Ekapad Munshi,Class 8,video,60
stu_36e506d8,Ayaan Pillai,Class 9,video,75
stu_ed06fa91,Nathan Tandon,Class 8,text,69
stu_640f17cb,Dayamai Tandon,Class 7,text,60
stu_52a576b8,Sneha Ahluwalia,Class 8,video,62
stu_2acd0a9a,Gunbir Kumer,Class 10,text,62
stu_cbdb0647,Darika Kurian,Class 6,video,52
stu_97f0317e,Noah Banerjee,Class 10,video,66
stu_8056c9b3,Tripti Mahajan,Class 6,text,60
stu_19733319,Falak Rau,Class 8,text,71
stu_a337c12b,Banjeet Bhatti,Class 10,text,43
stu_dedb6bdd,Samarth Divan,Class 7,text,79
stu_99d172ff,Zansi Lanka,Class 10,text,74
stu_5b9386a6,Ladli Chawla,Class 7,video,53
stu_28328f7f,Rehaan Varghese,Class 7,video,36
stu_583bd25e,Tarak Grewal,Class 10,text,94
stu_7c480766,Shivansh Krishnamurthy,Class 9,video,67
stu_2f01d34d,Parth Bali,Class 10,text,92
stu_33e606bb,Ishanvi Barad,Class 6,video,68
stu_7bb91ad3,Bishakha Sankar,Class 10,video,42
stu_a93fdf94,Hemang Kumer,Class 7,video,70
stu_a3cb55a4,Nirja Lala,Class 7,text,52
stu_18fdb151,Praneel Kuruvilla,Class 9,video,90
stu_898e3447,Rayaan Shukla,Class 6,video,52
stu_71dabcfa,Oscar Dar,Class 7,video,54
stu_6713a194,Ekaraj Mallick,Class 7,text,42
stu_32b87868,Amrita Khurana,Class 7,video,61
stu_3d0ac418,Anmol Joshi,Class 10,text,70
stu_ccd54a84,Chandani Arora,Class 9,video,55
stu_0ad5308b,Jagvi Arya,Class 10,video,70
stu_9ed0e5c9,Charvi Ganguly,Class 6,video,68
stu_7fddc2c4,Arunima Murthy,Class 9,video,72
stu_c8141f3c,Rudra Talwar,Class 10,text,66
stu_5fcb8fed,Jairaj Guha,Class 6,text,72
stu_b0846420,Harita Khosla,Class 7,video,78
stu_76780e2b,Sara Andra,Class 8,video,41
stu_a68c5083,Matthew Aggarwal,Class 7,text,47
stu_8164accb,Hemal Kant,Class 10,video,51
stu_666be915,Jack Aurora,Class 8,video,51
stu_33b71fb4,Vedhika Ahluwalia,Class 6,video,73
stu_eeb4e4f9,Suhani Keer,Class 8,video,80
stu_8b1d7be6,Ridhi Nazareth,Class 7,text,66
stu_c90da21c,Kabir Chaudhary,Class 7,video,69
stu_6ef347a0,Adweta Raman,Class 6,video,51
stu_7fca5d51,Janani Bath,Class 8,text,38
stu_9f20187c,Manthan Acharya,Class 6,video,72
stu_82934686,Urmi Gandhi,Class 10,video,84
stu_d422e63f,Peter Das,Class 9,text,79
stu_e3a29bef,Nitara Batta,Class 7,text,74
stu_dbeb5613,Zayyan Gill,Class 6,video,73
stu_b58f3269,Neel Butala,Class 6,video,62
stu_0e79519e,Amaira Lalla,Class 8,video,79
stu_c0ee7901,Raghav Barman,Class 7,text,81
stu_64dde705,Jagvi Tripathi,Class 7,text,62
stu_c1564b4a,David Sen,Class 6,video,81
stu_cd901d33,Chaitaly Thakur,Class 7,video,80
stu_6e5d6a98,Hemal Boase,Class 7,text,61
stu_51f01513,Faqid Swamy,Class 7,video,69
stu_c306884f,Vihaan Bora,Class 10,video,33
stu_34e1f3e3,Indira Kadakia,Class 10,text,65
stu_8bbd7d69,Watika Batta,Class 9,video,46
stu_29055ba5,Aditya Puri,Class 6,video,37
stu_d9285cb9,Amaira Rajagopalan,Class 10,text,77
stu_56cf3a70,Dayamai Tiwari,Class 10,video,70
stu_5b6c07ab,Reyansh Mann,Class 10,text,44
stu_cd09e02c,Faris Nagi,Class 9,video,67
stu_37a5452f,Yauvani Rattan,Class 10,video,73
stu_ec7c0334,Manya Bir,Class 8,text,80
stu_0f34c12e,Nidra Prakash,Class 9,text,57
stu_4098a723,Chanakya Memon,Class 7,video,74
stu_d90a9eaf,Sanya Pant,Class 8,text,82
stu_7a333492,Oviya Kamdar,Class 7,text,52
stu_940a25df,Agastya Hayer,Class 10,text,100
stu_0f969cb0,Samar Varkey,Class 7,video,86
stu_7465245a,Irya Palan,Class 6,video,78
stu_2854d43f,Azaan Zachariah,Class 6,text,42
stu_348a8008,Frederick Rajagopal,Class 10,text,61
stu_36e912f1,Yahvi Goyal,Class 9,video,68
stu_14810def,Yutika Choudhury,Class 6,text,78
stu_8be0aa08,Chakradhar Pant,Class 9,video,87
stu_e77fbbdb,Michael Modi,Class 6,video,98
stu_0920616a,Oliver Banerjee,Class 7,text,82
stu_d96530de,Tristan Rege,Class 6,video,67
stu_8b3cc2f7,Rachita Kadakia,Class 9,video,75
stu_403520de,Veer Samra,Class 6,video,58
stu_53c6d2dd,Indrajit Gade,Class 10,text,95
stu_9a2bad48,Vidhi Dhar,Class 10,video,100
stu_0890c20c,Wakeeta Ratti,Class 7,video,100
stu_c2ae72a5,Eta Kapur,Class 7,text,29
stu_011005aa,Pranav Pradhan,Class 6,video,56
stu_795839d9,Jack Pingle,Class 10,video,67
stu_e260d706,Pahal Dugar,Class 9,text,46
stu_5f4d39bc,Isaac Bhavsar,Class 8,text,48
stu_3ed55880,Lakshmi Devi,Class 10,text,97
stu_0d1f41e8,Gaurav Boase,Class 9,video,76
stu_f7eaf9b2,Finn Divan,Class 8,video,42
stu_a8119d17,Charvi Natt,Class 7,video,59
stu_e0f58c7d,Faqid Pingle,Class 8,video,29
stu_51f4f5ca,Prisha Choudhry,Class 10,video,59
stu_2c7656a0,Niharika Dasgupta,Class 7,text,60
stu_1c00dcb3,Mason Kapoor,Class 8,video,57
stu_889ee4a4,Deepa Ghosh,Class 10,video,89
stu_a98999e5,Darsh Kota,Class 8,video,76
stu_fe1effa9,Jatin Lalla,Class 6,text,74
stu_2a88db5b,Zayyan Upadhyay,Class 10,text,42
stu_06680331,Alka Kaul,Class 7,video,87
stu_8cef90e9,Ekanta Muni,Class 9,video,71
stu_04c6fd0c,Lila Sami,Class 8,text,62
stu_904f8707,Anmol Bhatnagar,Class 8,text,57
stu_f4204c12,Mitesh Joshi,Class 9,video,60
stu_4a91e178,Mohammed Bandi,Class 8,video,47
stu_1f41982a,Shaurya Yadav,Class 10,video,58
stu_c2742721,Jagrati Sura,Class 8,video,78
stu_0164e7ce,Teerth Lall,Class 8,text,69
stu_c9aafdd4,Ekaraj Tak,Class 7,video,71
stu_eefb805e,Reva Peri,Class 7,text,45
stu_90cc98bc,Eiravati Kala,Class 6,video,58
stu_6c4c6caa,Panini Suri,Class 6,video,100
stu_edde0bd5,Manya Viswanathan,Class 10,text,52
stu_30dddc4b,Neelima Reddy,Class 9,video,60
stu_48784da0,Wahab Majumdar,Class 10,text,45
stu_c2801baa,Janya Warrior,Class 10,video,47
stu_c6108366,Onkar Sood,Class 6,video,95
stu_bcd829bc,Omya Sen,Class 10,video,75
stu_60fcc68b,Bimala Savant,Class 9,text,47
stu_33268c04,Advik Dhaliwal,Class 10,video,81
stu_def4e41f,Tejas Joshi,Class 7,text,70
stu_8bc15609,Krishna Kohli,Class 6,text,77
stu_61547bba,Mekhala Kibe,Class 9,video,97
stu_71fe82ca,Eshana Johal,Class 6,video,80
stu_b514a988,Shaurya Varughese,Class 6,video,82
stu_d8b5d804,Anjali Lanka,Class 9,video,68
stu_f566ae39,Panini Bir,Class 6,text,76
stu_c8d12008,Gautam Vig,Class 7,video,70
stu_05b05a32,Yashawini Datta,Class 7,video,69
stu_03d4229e,Vasudha Lal,Class 10,video,77
stu_7a5e41f1,Rushil Baral,Class 9,video,65
stu_41ba1115,Aahana Menon,Class 10,video,71
stu_f7aca05f,Falguni Sachdeva,Class 10,text,55
stu_4f793baa,Samarth Bali,Class 10,video,66
stu_ed36b2b4,Avi Loke,Class 7,video,64
stu_df50f2c6,Siddharth Bakshi,Class 9,text,44
stu_182de898,Yagnesh Hora,Class 7,video,100
stu_390186bb,Sneha Kaur,Class 8,video,54
stu_d36ce012,Mekhala Natarajan,Class 7,video,100
stu_fe046cc1,Ishita Bakshi,Class 6,video,56
stu_a2d6cdfa,Shivansh Johal,Class 8,text,79
stu_7268fb03,Kamya Barad,Class 6,video,65
stu_6566876d,Madhavi Ghosh,Class 7,video,72
stu_848b8ec8,Upasna Palla,Class 6,video,46
stu_77eb78ac,Watika Suri,Class 7,video,51
stu_513f6490,Barkha Majumdar,Class 8,video,67
stu_e5dfd552,Vedhika Patla,Class 6,video,48
stu_46d33ed2,Aarna Raj,Class 8,video,42
stu_33aff4cd,Vivaan Parikh,Class 10,video,65
stu_ef657dce,Devika Taneja,Class 6,text,81
stu_8e9f0c13,Nandini Krishna,Class 10,video,62
stu_d44919c4,Bhavna Borah,Class 8,video,64
stu_e7fa520d,Banjeet Saran,Class 10,video,88
stu_615d1c2f,Ubika Ganesan,Class 7,video,61
stu_038b23d4,Pahal Bora,Class 6,video,91
stu_4c5a44f6,Amaira Chander,Class 6,video,69
stu_7c0a538b,Madhav Bhargava,Class 7,text,77
stu_bf64814a,Neelima Chandra,Class 9,video,64
stu_f0917b9b,Edhitha Chakrabarti,Class 7,video,75
stu_c2ff49d3,Thomas Pillai,Class 8,video,76
stu_2d97cf9c,Tanmayi Vala,Class 9,video,79
stu_a1fa41db,Nakul Gade,Class 8,video,77
stu_7e597f38,Hiral Boase,Class 8,text,58
stu_22b9f86f,Daniel Setty,Class 7,video,75
stu_305777d1,Maanav Kari,Class 8,video,59
stu_537241a2,Arjun More,Class 6,text,70
stu_07233a95,Nitara Bhatnagar,Class 10,video,31
stu_94083c72,Ryan Ramesh,Class 7,video,95
stu_d7d0ed05,Harrison Kant,Class 10,text,73
stu_f48aabee,Wahab Sekhon,Class 6,text,71
stu_7c62d2ef,Jhalak Ahluwalia,Class 8,video,57
stu_d1354576,Januja Bains,Class 9,video,70
stu_d9ab88b0,Vasudha Mody,Class 10,video,52
stu_c59f3148,Parth D’Alia,Class 7,video,72
stu_755ca7a6,Manan Sem,Class 10,video,46
stu_dcc06d55,Upkaar Saha,Class 9,text,72
stu_c74c2617,Benjamin Wali,Class 6,video,62
stu_45e19f62,Tristan Korpal,Class 8,video,70
stu_ec363c45,Pavani Shan,Class 10,video,86
stu_681c833e,Logan Naik,Class 7,video,77
stu_37d8ab99,Falak Dave,Class 10,video,73
stu_2bdfdbfb,Baljiwan Zacharia,Class 9,video,69
stu_0be6b4b9,Daksh Nigam,Class 6,text,61
stu_3b8e5368,Yuvraj Bajwa,Class 9,video,72
stu_c15c2872,Ati Majumdar,Class 8,video,73
stu_a728635d,Zayan Basu,Class 10,video,65
stu_77e14d38,Yashica Kalita,Class 8,video,82
stu_f89201f2,Baghyawati Kashyap,Class 9,video,67
stu_ee9fd686,Urvashi Shukla,Class 7,text,86
stu_533a8fbe,Sanya Mane,Class 7,video,53
stu_1416a189,Advay Dubey,Class 8,video,100
stu_8482edf4,Edhitha Gala,Class 6,video,96
stu_a527c4ec,Onkar Lal,Class 6,text,62
stu_5167288c,Vidhi Kari,Class 8,text,86
stu_9a46bc92,Zinal Menon,Class 9,video,52
stu_b0ee1dff,Praneel Guha,Class 8,video,57
stu_e5013ac8,Peter Narayanan,Class 10,video,90
stu_43686d26,Aarush Malhotra,Class 7,video,95
stu_516d7ff1,Upma Padmanabhan,Class 9,video,60
stu_cd940cee,Deepa Wable,Class 6,video,76
stu_97b2b8a7,Timothy Contractor,Class 9,text,78
stu_c945e41d,Ekantika Tank,Class 9,video,43
stu_dbd926a2,Tanvi Sarkar,Class 10,video,82
stu_f031c6c9,Ranbir Chad,Class 6,video,96
stu_843b6634,Nandini Hari,Class 7,video,60
stu_e0da78e4,Siya Pai,Class 10,video,54
stu_14776ac7,Manbir Savant,Class 10,video,46
stu_90b0fd2f,Gaurang Vasa,Class 7,video,79
stu_7e3dba62,Nitesh Bakshi,Class 8,video,58
stu_65a699e4,Janya Behl,Class 7,video,82
stu_7b74c131,Naveen Kannan,Class 9,text,56
stu_c771f2e4,Jagvi Raghavan,Class 8,video,82
stu_5f345e23,Vansha Lalla,Class 7,text,55
stu_1fcf1de2,Jeet Shanker,Class 6,text,90
stu_157ad685,Geetika Kuruvilla,Class 7,text,78
stu_3fe0dae4,Falan Doctor,Class 8,video,79
stu_a3db2ecc,Meera Chowdhury,Class 9,text,60
stu_d1b7cf03,Teerth Lanka,Class 7,video,55
stu_c9e70d4f,Thomas Mannan,Class 9,video,69
stu_fa43a942,Lekha Shere,Class 10,text,49
stu_4fb35db1,Anthony Nadkarni,Class 7,video,31
stu_cd85949d,Raghav Sinha,Class 9,text,69
stu_8fe0fb38,Jagat Mannan,Class 9,text,100
stu_b2f4e332,Sathvik Shan,Class 10,video,26
stu_30ad799b,Ekapad Kaur,Class 10,text,45
stu_64e610a8,Isha Madan,Class 6,video,74
stu_dfb40602,Upasna Bir,Class 7,video,70
stu_8868c220,Charvi Golla,Class 6,video,83
stu_dd5a4503,Harita Tata,Class 6,video,74
stu_73d734d5,Zinal Goyal,Class 8,text,54
stu_2916a989,Mason Verma,Class 7,text,75
stu_374f5939,Raagini Raval,Class 7,video,64
stu_267d6577,Advay Chad,Class 9,video,71
stu_5f32bd61,Vasatika Bhavsar,Class 7,video,80
stu_983230af,Turvi Das,Class 7,video,53
stu_93956b8d,Dalaja Nayak,Class 7,video,60
stu_f58c1f2e,Pahal Narasimhan,Class 6,text,81
stu_03b2acdc,Dhruv Sabharwal,Class 10,text,65
stu_8984d39f,Lakshit Ghosh,Class 7,video,90
stu_d246942d,Sai Reddy,Class 7,video,76
stu_a880d161,Zaitra More,Class 6,video,47
stu_0f2b0d52,Anjali Mahal,Class 8,video,58
stu_de6513d8,Vasudha Kala,Class 8,video,100
stu_40bf855a,Vrishti Prashad,Class 9,video,87
stu_c65e8517,Balvan Vig,Class 9,video,55
stu_8e14389b,Nidra Luthra,Class 6,video,66
stu_6c7cadbf,Om Gill,Class 6,video,63
stu_d3f63c9d,Dalaja Joshi,Class 9,video,60
stu_3f8e8d07,Baljiwan Garde,Class 10,video,40
stu_b8072992,Raghav Chokshi,Class 8,video,78
stu_8e82eadf,Nathan Samra,Class 7,text,47
stu_dd9ea00e,Qadim Narayanan,Class 7,text,61
stu_d8346a4e,Oeshi Kala,Class 10,video,84
stu_525359f0,Ikbal Cheema,Class 10,video,77
stu_b4e3c602,Ridhi Roy,Class 6,video,68
stu_f8a78c56,Yadavi Raval,Class 8,text,61
stu_990f3f8c,Divya Chaudhary,Class 10,video,70
stu_23c5cd88,Fariq Mahal,Class 8,text,53
stu_596bc8bd,Kritika Mohanty,Class 7,video,87
stu_cf280b54,Wishi Malhotra,Class 9,video,65
stu_632902da,Vasana Vig,Class 7,video,68
stu_6c6522a1,Kamya Rastogi,Class 10,text,73
stu_819041ef,Luke Prasad,Class 7,video,90
stu_f3a6cafd,Champak Sawhney,Class 8,text,61
stu_4ab9f1e3,Sanaya Parmer,Class 6,video,79
stu_7c3bb1eb,Qarin Jayaraman,Class 7,video,64
stu_ff9f7b7f,Turvi Prasad,Class 6,video,54
stu_8019d6b4,Anusha Ganesan,Class 6,video,65
stu_035cdcd5,Ucchal Ramesh,Class 10,video,73
stu_896740ee,Darika Mahajan,Class 6,text,83
stu_036f1b5d,Qabil Konda,Class 10,video,63
stu_60e9a656,Ayaan Chaudhary,Class 9,text,76
stu_5f23acc2,Divya Mutti,Class 9,text,90
stu_24397def,Keya Sandhu,Class 10,text,49
stu_1b5165ea,Hritik Khosla,Class 9,video,76
stu_e3a26a3b,Aashi Kapoor,Class 10,video,76
stu_dc9aeabb,Upkaar Sura,Class 7,text,51
stu_867100e8,Qarin Madan,Class 7,video,76
stu_5ddbd10e,Januja Bhardwaj,Class 7,text,78
stu_54ef0430,Girindra Palan,Class 7,video,55
stu_eaa7ca08,Nakul Oak,Class 8,text,67
stu_a5521131,Jatin Bala,Class 10,video,85
stu_18e2bf30,Kamya Narayanan,Class 7,video,54
stu_a190aa79,Amrita Kapadia,Class 10,text,57
stu_1fa6a3a6,Tripti Mutti,Class 9,text,64
stu_19722891,Yashodhara Kurian,Class 7,text,75
stu_87da55d4,Nisha Nigam,Class 10,video,73
stu_5e6586ef,Osha Kota,Class 9,text,76
stu_584cd78c,Yachana Kant,Class 8,video,84
stu_75171631,Ansh Andra,Class 7,text,63
stu_f165e5fd,Yahvi Soni,Class 6,video,79
stu_410a4b2f,Anusha Narasimhan,Class 6,video,87
stu_3cf4dbc5,Charan Rattan,Class 10,video,94
stu_a5c61c3f,Nathaniel Bail,Class 6,video,93
stu_9d169a77,Eesha Comar,Class 10,text,64
stu_166abbc4,Eta Kala,Class 6,video,62
stu_b06fbbe2,Amara Dora,Class 10,video,73
stu_cf84cf11,Mugdha Rao,Class 7,video,88
stu_759d96c7,Falak Sura,Class 8,video,79
stu_82722c03,Dayamai Chakrabarti,Class 7,video,88
stu_ce140ccf,Inaya Deep,Class 7,video,31
stu_736faabd,Rohan Comar,Class 8,video,73
stu_390cb236,Agastya Kashyap,Class 10,text,77
stu_1cde0d30,Zehaan Kalla,Class 8,video,70
stu_b09f9287,Aarna Dugar,Class 7,video,84
stu_afd3891b,Geetika Soni,Class 8,text,82
stu_fa05e497,Vedhika Singhal,Class 9,video,74
stu_7347ac08,Pratyush Khosla,Class 10,video,62
stu_4ac77b31,Bhavya Singhal,Class 6,text,74
stu_a3bcc262,Wriddhish Anand,Class 8,text,80
stu_1247690c,Unni Dhaliwal,Class 6,text,80
stu_13e28954,Zarna Sagar,Class 10,video,55
stu_9520fbbe,Maanav Bedi,Class 10,video,74
stu_224bf6e0,Triveni Narayanan,Class 8,text,52
stu_77ac2912,Ekaraj Bath,Class 8,video,71
stu_f67d823d,Rishi Raman,Class 9,video,60
stu_7b45e952,Urishilla Dhar,Class 9,video,59
stu_181edc98,Zaitra Rama,Class 6,video,75
stu_d918fe40,Xiti Sha,Class 10,video,56
stu_5a0b784a,Nitara Modi,Class 8,video,42
stu_d311a314,Azad Mutti,Class 9,video,54
stu_f4ce0e15,Ladli Din,Class 8,video,51
stu_0df0e866,Ria Mahajan,Class 7,text,77
stu_f5e1bb07,Kalpit Bir,Class 8,video,54
stu_993fb5a8,Ekavir Gola,Class 6,video,47
stu_066ed382,Aradhana Patla,Class 9,video,69
stu_82d4cfa8,Lakshit Behl,Class 9,video,54
stu_af3825b0,Ronith Wagle,Class 9,text,79
stu_ec72cf70,Upadhriti Menon,Class 7,video,45
stu_6cc4ad44,Bimala Wadhwa,Class 10,video,69
stu_041f1368,Tarak Bhargava,Class 6,video,68
stu_8e89ac92,Tristan Dhar,Class 7,video,73
stu_64e37978,Ekaja Mann,Class 10,video,68
stu_0156c7db,Amaira Hans,Class 8,text,53
stu_b57d196d,Ganga Ahuja,Class 9,video,74
stu_e6d0a086,Frederick Ghose,Class 10,video,46
stu_164b7045,Atharv Parmar,Class 7,video,45
stu_c688fcbd,Lipika D’Alia,Class 8,video,60
stu_edfb766d,Tanveer Chaudry,Class 10,text,48
stu_12fe8cb6,Amara Kurian,Class 8,video,87
stu_ef323bbe,Wyatt Deo,Class 7,video,55
stu_d66eda3a,Lucky Narayanan,Class 7,video,87
stu_a8b2613e,Harinakshi Narula,Class 6,video,59
stu_9810d0b5,Falguni Patla,Class 9,text,63
stu_49fc0963,Lucky Chana,Class 6,video,64
stu_1b067490,Vritti Buch,Class 9,video,88
stu_f3dfc64c,Damini Nanda,Class 7,video,29
stu_7e062c41,Manya Luthra,Class 8,video,77
stu_4a205b27,Laksh Narayan,Class 8,video,54
stu_2ec03a44,Hritik Khanna,Class 6,text,85
stu_8e8644cb,Zehaan Taneja,Class 8,text,73
stu_03cc1378,Nakul Subramaniam,Class 7,video,56
stu_28119d1e,Deepa Nigam,Class 9,video,58
stu_d6ee54a2,Ikbal Raghavan,Class 8,video,63
stu_c0b97517,Kala Pau,Class 10,video,75
stu_319ad1a0,Benjamin Thaman,Class 10,text,59
stu_a0afa7f9,Yagnesh Sankaran,Class 7,video,88
stu_a519cfd3,Anita Ram,Class 10,video,64
stu_90daa6f9,Jatin Choudhry,Class 9,video,69
stu_3203fdd6,Eesha Cherian,Class 6,text,56
stu_4ba68b35,Vansha Deol,Class 6,text,60
stu_7cf5bb18,Balendra Subramaniam,Class 7,video,62
stu_5eec5b85,Pahal Badami,Class 7,video,49
stu_0080d222,Saksham Bera,Class 10,video,89
stu_bf3606a6,Jhalak Sibal,Class 6,video,55
stu_ffeee8eb,Anay Sharma,Class 6,video,60
stu_60341daf,Samaksh Sawhney,Class 10,video,67
stu_5b711852,Sarthak Khare,Class 10,video,51
stu_ba2c5127,Chanakya Sawhney,Class 8,video,55
stu_7375d81c,Faras Tripathi,Class 7,video,67
stu_489e72be,Hema Raju,Class 7,video,74
stu_4b41e179,Zinal Sabharwal,Class 6,video,62
stu_77b92440,Vrinda Prasad,Class 9,text,71
stu_bf9c42bf,Ranveer Master,Class 8,video,84
stu_bd05b238,Simon Krish,Class 6,video,68
stu_6a7d844f,Guneet Devi,Class 8,video,85
stu_9230ac83,Dhriti Wadhwa,Class 9,video,63
stu_1eb26616,Baljiwan Majumdar,Class 7,video,77
stu_368b5d71,Wakeeta Kakar,Class 10,video,41
stu_9c5922d8,Triveni Raja,Class 9,video,60
stu_dc24d8f6,Rayaan Kala,Class 6,video,59
stu_e9ccb8b0,Warda Chada,Class 9,video,44
stu_310d63f7,Nikita Prabhakar,Class 8,text,63
stu_d244c9f0,Gauri Bhagat,Class 8,text,80
stu_778c2263,Dominic Joshi,Class 6,text,61
stu_fda04038,Meera Ahuja,Class 10,video,58
stu_1b5ff27c,Anay Singh,Class 9,text,87
stu_888e69ee,Fitan Vohra,Class 9,text,49
stu_a7212d59,Qabil Kaur,Class 7,text,76
stu_acf9045d,Utkarsh Mangal,Class 6,text,66
stu_776c5b0f,Baghyawati Bhasin,Class 6,text,52
stu_38917376,Riya Sharaf,Class 8,text,45
stu_ba4c9d32,Waida Vasa,Class 7,video,94
stu_2f6ec49c,Unni Comar,Class 7,video,79
stu_8a019631,Yug Narayanan,Class 7,video,70
stu_0b30edf9,Waida Bhardwaj,Class 7,video,58
stu_fe683800,Saumya Ratta,Class 6,video,84
stu_d1f8efa5,Reyansh Gill,Class 10,video,65
stu_2b3267d7,Osha Lad,Class 7,video,100
stu_d1a2f850,Anay Warrior,Class 8,video,75
stu_a4b65f9a,Brinda Tata,Class 7,video,47
stu_c5e99ecb,Chatura Ramaswamy,Class 9,video,67
stu_bdf945bf,Vincent Upadhyay,Class 8,video,47
stu_c4fe6264,Tejas Bora,Class 10,video,66
stu_735946bd,Qabil Badami,Class 9,video,65
stu_f1c30f62,Zayan Sem,Class 9,text,67
stu_6c0233fb,Wazir Lall,Class 10,video,69
stu_927ddd43,Teerth Pal,Class 10,video,71
stu_7569f636,Naksh Mahal,Class 10,text,79
stu_8d496224,Yachana Ramesh,Class 8,video,44
stu_5e07340a,Wakeeta Lata,Class 10,video,49
stu_be9389aa,Bahadurjit Soman,Class 6,video,97
stu_9ce5ace6,Aishani Ramanathan,Class 6,text,52
stu_64ab57c4,Zansi Edwin,Class 10,video,65
stu_68b594a7,Dominic Bath,Class 8,video,71
stu_3357bea9,Mohini Kibe,Class 8,video,40
stu_150b929f,Jagdish Bhandari,Class 10,text,66
stu_0d364ebc,Oliver Kala,Class 6,text,75
stu_dfa86dc6,Saumya Maharaj,Class 6,video,78
stu_76bf9153,Madhavi Chaudhari,Class 7,video,92
stu_af4b979a,Yoshita Mitter,Class 9,video,80
stu_dfda375c,Falan Sankar,Class 8,video,44
stu_8d09202f,Gaurangi Trivedi,Class 9,video,71
stu_e9fa81f3,Anika Kulkarni,Class 9,text,77
stu_31b8f763,Faqid Kamdar,Class 10,video,75
stu_1004db28,Idika Naidu,Class 8,text,66
stu_2020edd9,Balveer Sarma,Class 6,text,89
stu_6f404991,Aayush Hari,Class 7,video,66
stu_6e1a56a9,Hemal Sood,Class 7,video,53
stu_dbe34415,Keya Ravel,Class 6,video,50
stu_e85ce99f,Robert Tata,Class 6,video,76
stu_a1a070f3,Nikita Kumer,Class 10,video,73
stu_f35eece3,Ishita Mand,Class 9,video,44
stu_6378531e,Ikbal Pal,Class 7,video,77
stu_5c09c7a6,Alexander Cheema,Class 6,video,66
stu_b72b29c9,Omya Wable,Class 8,video,56
stu_6995bd62,Qadim Manne,Class 6,video,82
stu_2438575d,Rohan Chacko,Class 8,text,67
stu_91c1e3e7,Oscar Singhal,Class 6,video,71
stu_5068634c,Amaira Loyal,Class 8,text,55
stu_0e75e5cb,Hemang Datta,Class 10,video,70
stu_6ee12a58,Neel Yohannan,Class 10,text,67
stu_5e8e6333,Tejas Kota,Class 7,text,67
stu_e3eea0ee,Zashil Khare,Class 10,text,68
stu_43c21f88,Anvi Narain,Class 6,video,72
stu_90c6d995,Pallavi Kapadia,Class 10,text,81
stu_e9fe4b72,Raksha Rajagopal,Class 7,video,65
stu_490a992c,Gaurangi Chowdhury,Class 8,video,46
stu_bf0d9912,Amruta Ganesh,Class 8,video,71
stu_393faefe,Jairaj Pandit,Class 7,video,65
stu_18c89793,Warjas Vohra,Class 6,video,82
stu_221e3c4a,Prisha Jani,Class 8,video,56
stu_06729822,Upasna Sehgal,Class 6,video,43
stu_dbc638d1,Jagvi Salvi,Class 10,text,48
stu_8150a41c,Brijesh Bhagat,Class 10,text,75
stu_bc446811,Chandresh Gera,Class 8,video,70
stu_fb768b7d,Ojasvi Sama,Class 8,video,64
stu_70d69be9,Isaiah Kamdar,Class 10,video,92
stu_d9800e5c,Chavvi Ben,Class 9,video,63
stu_95629d78,Lakshit Krishnamurthy,Class 9,text,62
stu_26a0183e,Teerth Jani,Class 8,video,82
stu_11894418,Madhav Tailor,Class 7,text,73
stu_77d5f311,Warhi Raj,Class 9,video,55
stu_132fb6ec,Dhruv Dhingra,Class 7,video,65
stu_5f6312be,Kamya Kothari,Class 7,video,84
stu_a3c4f6ec,Lucky Maharaj,Class 9,text,89
stu_19dff54b,Udant Bahri,Class 8,video,49
stu_b4365bce,Gaurika Malhotra,Class 6,video,67
stu_4d65cfbb,Geetika Gara,Class 10,text,62
stu_77cd1cb3,Qarin Prabhakar,Class 7,video,82
stu_58c40681,Vedika Viswanathan,Class 8,video,53
stu_89c0a009,Kamya Grover,Class 10,video,62
stu_b6eef0d2,Tanveer Bhakta,Class 8,video,84
stu_04462a3e,Xalak Kala,Class 9,text,83
stu_c3ec4a86,Faqid Sankaran,Class 6,video,74
stu_6249bede,Libni Jha,Class 10,video,62
stu_87160000,Krisha Mittal,Class 7,video,71
stu_fc348973,Rohan Iyer,Class 8,video,62
stu_9911cd3c,Aishani Pal,Class 7,video,68
stu_0a4c1f0e,Aarav Mand,Class 6,video,59
stu_3a0f0bde,Anjali Krishnamurthy,Class 7,video,57
stu_0e787235,Pallavi Vora,Class 6,video,55
stu_8be5de26,Fariq Mangal,Class 6,video,66
stu_954ddb2a,Aditya Muni,Class 8,text,55
stu_67c3067d,Rajata Bhatia,Class 8,text,87
stu_6f4ca43c,Atharv Chawla,Class 9,text,86
stu_246acac6,Karan Malhotra,Class 10,video,45
stu_a11ef788,Mason Krishna,Class 8,text,39
stu_3e716e96,Pranav Mall,Class 7,text,60
stu_bf6da23a,Odika Bedi,Class 9,text,62
stu_869f3e2b,Harish Din,Class 9,text,50
stu_6d5e0532,William Parikh,Class 8,text,89
stu_5c2abaec,Ijaya Bhat,Class 6,video,59
stu_81124c46,Faqid Rana,Class 7,video,87
stu_41c0fbda,Sudiksha Kari,Class 9,video,47
stu_f4e7cc31,Jalsa Sabharwal,Class 6,video,64
stu_cfd8a5b8,Vansha Hora,Class 8,text,78
